text	label	label_text
baby becomes new oscar favourite clint eastwood s boxing drama million dollar baby has become the new favourite to win best picture at the oscars on sunday.  according to pundits  the film has overtaken previous favourite the aviator  with eastwood also tipped to take the best director award. its star hilary swank is favourite to win best actress while jamie foxx is tipped to win best actor for ray. million dollar baby has seven nominations while the aviator has 11. the aviator has scored a best director nomination for martin scorsese  who has never won an oscar  while stars leonardo dicaprio and cate blanchett are both nominated for acting oscars.   if you look at the oscars race  the aviator should be ahead   said awards pundit tom o neil.  it is the most nominated film  and the most nominated movie has won best picture 18 times out of the last 20 years.  but the reality is million dollar baby is the dark horse. people feel emotionally about it and clint is a beloved hollywood chum of the academy voters   he said. anne thompson of the hollywood reporter said that million dollar baby was  heart-wrenching .  it s very emotional  it even makes grown men cry   she said.  the aviator is a gorgeous movie  but it s colder.   in the acting categories  foxx is regarded as almost unbeatable for his performance as ray charles in ray.  the performance is based on a real person who was a showbusiness hero with a handicap  who recently died   o neil said.  he has unstoppable momentum among the voters.  hilary swank is the favourite to win best actress for the second time in six years. she previously won in 1999 for her performance in boys don t cry. in the supporting categories  cate blanchett is tipped to win for her performance as katharine hepburn in the aviator  while morgan freeman is favourite to take home his first ever oscar  for million dollar baby. the oscars will take place at hollywood s kodak theatre on 27 february.	3	entertainment
russia gets investment blessing soaring oil sales and a budget surplus mean russian debt is no longer a risky investment  one of the world s leading credit rating agencies says.  standard & poor s has classed russian bonds as  investment grade   up from their former  speculative  rating. russia s reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant yukos. s&p said the solidity of government finances outweighed the risk. russia is now a net creditor rather than a debtor. gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn.  the other two major ratings agencies - fitch and moody s have long since upped their rating of russia s sovereign debt. s&p had held back through fear that the government was dragging its feet on economic and legal reforms. now  though  it has finally followed suit. but the agency made it clear that the improved rating did not mean that the risks were a thing of the past. instead  with russian government coffers brimming with tax revenues from energy sales  s&p said the government s own debt is looking a good bet.  these improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on russia   wrote s&p credit analyst helena hessel.  the yukos saga is the most high-profile of the political risks to which ms hessel alludes. the company s founder and ex-chief executive  mikhail khodorkovsky  is in jail on trial for tax evasion and fraud. many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to president vladimir putin. his company  meanwhile  is widely believed to have fallen victim to the kremlin s wish to get russian energy resources as far as possible back under state control.	1	business
beer giant swallows russian firm brewing giant inbev has agreed to buy alfa-eco s stake in sun interbrew  russia s second-largest brewer  for up to 259.7m euros ($353.3m; £183.75m).  alfa-eco  the venture capital arm of russian conglomerate alfa group  has a one-fifth stake in sun interbrew. the deal gives inbev  the world s biggest beermaker  near-total control over the russian brewer. inbev bought out another partner in august 2004. inbev brands include bass  stella artois  hoegaarden and staropramen. it employs 77 000 people  running operations in over 30 countries across the americas  europe and asia pacific.  the leuven-based brewery said it would own 97.3% of the voting shares and 98.8% of the non-voting shares of sun interbrew. the deal is expected to be completed in the first quarter of 2005. inbev was formed in august 2004 when belgium s interbrew bought brazilian brewer ambev. sun interbrew  which employs 8 000 staff  owns breweries in eight russian cities - klin  ivanovo  saransk  kursk  volzhsky  omsk  perm and novocheboksarsk. there are also three breweries in ukraine  in the cities of chernigov  nikolaev and kharkov.	1	business
deutsche boerse boosts dividend deutsche boerse  the german stock exchange that is trying to buy its london rival  has said it will boost its 2004 dividend payment by 27%.  analysts said that the move is aimed at winning over investors opposed to its bid for the london stock exchange. critics of the takeover have complained that the money could be better used by returning cash to shareholders. deutsche boerse also said profit in the three months to 31 december was 120.7m euros ($158.8m; £83.3m). sales climbed to 364.4m euros  lifting revenue for the year to a record 1.45bn euros.  frankfurt-based deutsche boerse has offered £1.3bn ($2.48bn; 1.88bn euros) for the london stock exchange. rival pan-european bourse euronext is working also on a bid. late on monday  deutsche boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier.  there is a whiff of a sweetener in there   anais faraj  an analyst at nomura told the bbc s world business report.  most of the disgruntled shareholders of deutsche boerse are complaining that the money that is being used for the bid could be better placed in their hands  paid out in dividends   mr faraj continued. deutsche boerse is  trying to buy them off in a sense   he said.	1	business
mps to debate  euthanasia laws  mps are preparing to debate a bill which critics claim would legalise euthanasia  by the back door .  the bill would give legal force to  living wills   where people say they want medical treatment withheld if they become severely incapacitated. the mental capacity bill has broad support from charities who say it would give better safeguards over treatment. but christian groups say it could mean doctors withholding food and fluids even if they think it inappropriate.  ministers insist the mental capacity bill - for england and wales - would not change laws on assisted suicide and contains a presumption in favour of preserving life.  the bill would establish a legal presumption that everybody can make decisions about their own treatment unless proved otherwise. it would allow people to give somebody the power of attorney to make decisions on their behalf  which could be challenged by doctors. critics fear it could allow  killing by omission  through withdrawing treatment. an amendment to the bill - specifically preventing decisions that would bring about death - has been tabled by former conservative leader iain duncan smith. ninety one mps have signed a petition backing the amendment. mps could vote on it later on tuesday  during the bill s report stage debate. the bill will then go to a third reading and be debated in the lords  before becoming law.  the christian medical fellowship (cmf) and lawyers  christian fellowship (lcf) said the mental capacity bill would allow euthanasia by the  back door . peter saunders of the cmf said it believed advance refusals should be only advisory  not legally binding.  cmf is concerned that patients will make unwise and hasty advance decisions to refuse food and fluids without being properly informed about the diagnosis and the expected course their illness will take   he said.  the lcf s andrea williams said there were  too many loopholes that could be abused by unscrupulous doctors . ex-labour minister frank field told bbc two s newsnight programme there was a danger people would feel under pressure to  do away  with themselves so relatives could inherit their assets.  constitutional affairs minister david lammy said laws affecting 750 000 people with dementia needed updating. mr lammy told bbc news labour mps would not get a free vote as the law was being strengthened  not changed.  we are against euthanasia  we are against assisted suicide but we are in a situation now where people can make living wills and that has the force of the common law   he said.  doctors are saying they want more clarity. patients are saying they want more clarity.  the making decisions alliance  which includes the alzheimer s society  age concern  mencap and the national autistic society  said misunderstandings over the bill had to be cleared up.  it will not change the current law on euthanasia and will actually provide a series of better safeguards when decisions are made for people who lack capacity   the alliance said in a statement. the british medical association also backs the bill  saying it just gives incapacitated people the same rights as others. debate on legalising euthanasia has intensified in the uk because of cases like that of motor neurone patient diane pretty. she died two years ago after losing a legal battle to allow her husband to help her commit suicide.	4	politics
henman hopes ended in dubai third seed tim henman slumped to a straight sets defeat in his rain-interrupted dubai open quarter-final against ivan ljubicic.  the croatian eighth seed booked his place in the last four with a 7-5 6-4 victory over the british number one. henman had looked on course to level the match after going 2-0 up in the second set  but his progress was halted as the rain intervened again. ljubicic hit back after the break to seal a fourth straight win over henman. earlier in the day  spanish fifth seed tommy robredo secured his semi-final place when he beat nicolas kiefer of germany 6-4 6-4. afterwards  henman was left cursing the weather and the umpire after seven breaks for rain during the match.  it was incredibly frustrating   henman said.  it s raining and the umpire doesn t take control.  he kept telling us to play till the end of the game. but if it s raining  you come off - the score s irrelevant.  it couldn t be more frustrating as i was very happy with my form until now. you don t expect this in the desert.	2	sport
uk heading wrong way - howard tony blair has had the chance to tackle the problems facing britain and has failed  michael howard has said.   britain is heading in the wrong direction   the conservative leader said in his new year message. mr blair s government was a  bossy  interfering government that takes decisions that should be made by individuals   he added. but labour s campaign spokesman fraser kemp responded:  britain is working  don t let the tories wreck it again . mr howard also paid tribute to the nation s character for its generous response to the asian quake disaster. the catastrophe was overshadowing the hopes for the future at this usually positive time of the year  mr howard said.   we watched the scenes of destruction with a sense of disbelief. the scale  the speed  the ferocity of what happened on boxing day is difficult to grasp.  yet britain s response has shone a light on our nation s character. the last week has shown that the warm  caring heart of britain beats as strong as ever.  he went on to reflect on the values that  most britons hold dear . looking ahead to the coming general election  he pledged to  turn these beliefs into reality  and set out the choices he says are facing britain.  how much tax do people want to pay  who will give taxpayers value for money  the clean hospitals and good  disciplined schools they want   who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system    mr blair has failed to tackle these problems  he claimed  saying he has the  wrong solution  to them.   the result is big government and higher taxes eroding incentives  undermining enterprise and denying people choice.  worst of all  it is a government that has wasted people s money and failed to tackle the problems families face today.  the tories  he said  can cut crime and improve public services without asking people to pay more taxes.  we can have progress without losing what makes britain great - its tolerance  the respect for the rule of law  the ability of everyone to fulfil their potential.  we simply need to change direction. the election will give britain the chance to change.  this is the record mr blair will have to defend in the coming months  he said  urging voters to hold him to account.  but labour spokesman mr kemp said:  it would be more appropriate for this message to come out on 1 april  not 1 january.   let us never forget that when michael howard was in government britain suffered mass unemployment  15% interest rates  record home repossessions  and the introduction of the poll tax.  with labour britain is working. rather than alluding to false promises michael howard should be starting 2005 with an apology to the british people for the misery that the government  of which he was a member  inflicted upon the country.	4	politics
china continues breakneck growth china s economy has expanded by a breakneck 9.5% during 2004  faster than predicted and well above 2003 s 9.1%.  the news may mean more limits on investment and lending as beijing tries to take the economy off the boil. china has sucked in raw materials and energy to feed its expansion  which could have knock-on effects on the rest of the world if it overheats. but officials pointed out that industrial growth had slowed  with services providing much of the impetus. growth in industrial output - the main target of government efforts to impose curbs on credit and investments - was 11.5% in 2004  down from 17% the previous year.  still  consumer prices - at 2.4% - rose faster than in 2004  adding to concern that a sharp rise in producer prices of 7.1% could stoke inflation. and overall investment in fixed assets was still high  up 21.3% from the previous year - although some way off the peak of 43% seen in the first quarter of 2004. the result could be higher interest rates. china raised rates by 0.27 percentage points to 5.8% - its first hike in nine years - in october 2004.  despite the apparent rebalancing of the economy the overall growth picture remains strong  economists said.  there is no sign of a slowdown in 2005   said tim congdon  economist at ing barings.  china s economy is not only gathering speed thanks to domestic demand  but also from soaring sales overseas. figures released earlier this year showed exports at a six-year high in 2004  up 35%. part of the impetus comes from the relative cheapness of the yuan  china s currency. the government keeps it pegged close to a rate of 8.28 to the us dollar  - much to the chagrin of many us lawmakers who blame china for lost jobs and competitiveness. despite urging to ease the peg  officials insist they are a long way from ready to make a shift to a more market-set rate.  we need a good and feasible plan and formulating such a plan also needs time   national bureau of statistics chief li deshui told reuters.  those who hope to make a fortune by speculating on a renminbi revaluation will not succeed in making a profit.	1	business
emi shares hit by profit warning shares in music giant emi have sunk by more than 16% after the firm issued a profit warning following disappointing sales and delays to two album releases.  emi said music sales for the year to march will fall 8-9% from the year before  with profits set to be 15% lower than analysts had expected. it blamed poor sales since christmas and delays to the releases of new albums by coldplay and gorillaz. by 1200 gmt on monday  emi shares were down 16.2% at 235.75 pence.  emi said two major albums scheduled for release before the end of the financial year in march - one by coldplay and one by gorillaz - have now had their release dates put back.   emi music s sales  particularly re-orders  in january have also been lower than anticipated and this is expected to continue through february and march   the company added.  therefore  for the full year  at constant currency  emi music s sales are now expected to be 8% to 9% lower than the prior year.  the company said it expected profits to be about £138m ($259.8m). alain levy  chairman and chief executive of emi music  described the performance as  disappointing   but added that he remained optimistic over future trends in the industry.  the physical music market is showing signs of stabilisation in many parts of the world and digital music  in all its forms  continues to develop at a rapid pace   he said.  commenting on the delay to the release of the coldplay and gorillaz albums  mr levy said that  creating and marketing music is not an exact science and cannot always coincide with our reporting periods .  while this rescheduling and recent softness is disappointing  it does not change my views of the improving health of the global recorded music industry   he added. paul richards  an analyst at numis securities  said the market would be focusing on the slump in music sales rather than the timing of the two albums.  it s unusual to see this much of a downgrade just because of phasing   he said.	1	business
england children s tsar appointed the first children s commissioner for england has been appointed.  great ormond street hospital professor of child health  al aynsley-green  was chosen by the government and will start the £100 000-a-year job immediately. he will oversee a £2.5m annual budget and have the power to look into  any matter relating to the interests and well-being of children . prof aynsley-green has also been the national clinical director for children in the department of health. he promised to make sure that children s opinions  count .   i will be drawing on my experience of working with children and young people to help ensure that those with the power to improve children s lives do live up to their responsibilities.  i want all children and young people to know that they can approach me to discuss any matter that affects them  knowing that i will value their opinion.  education secretary ruth kelly said prof aynsley-green would  strengthen the voice of children and young people . prof aynsley-green was a lecturer at oxford university  trained at guy s hospital medical school  university of london; oriel college  oxford; and in switzerland. he is described as  a proud grandfather  of four. scotland  wales and northern ireland already have children s commissioners.	4	politics
businesses fail to plan for hiv companies fail to draw up plans to cope with hiv/aids until it affects 20% of people in a country  new research says.  the finding comes in a report published on thursday by the world economic forum  harvard and the un aids agency.  too few companies are responding proactively to the social and business threats   said dr kate taylor  head of the wef s global health initiative. nearly 9 000 business leaders in 104 countries were surveyed for business and hiv/aids: commitment and action   dr taylor described the level of action taken by businesses as revealed by the report as  too little  too late . the issue will be highlighted to business and world leaders at the world economic forum  which meets in davos  switzerland  next week. the wef report shows that despite the fact that 14 000 people contract hiv/aids every day  concern among businesses has dropped by 23% in the last 12 months. most (71%) have no policies in place to address the disease. nor could over 65% of the business leaders surveyed say or estimate the prevalence of hiv among their staff. the un programme tackling aids  unaids  pointed out that having a clear strategy for dealing with hiv/aids was a good investment as well as being socially responsible.  one company that does have a plan is anglo-american  the international mining company  which estimates an hiv prevalence of 24% among its 130 000-strong southern african workforce.  over the last two years the company has implemented extensive voluntary counselling and testing for hiv infection  coupled with anti-retroviral therapy for employees progressing to aids. over 90% of the 2 200 employees who have accessed and remained on treatment are well and have returned to normal work.  effective action on hiv/aids is synonymous with good business management and leads to more profitable and sustainable operations   said brian brink  senior vice-president  health  at anglo-american.   companies should encourage all workers to know their hiv status  making it as routine as monitoring blood pressure or cholesterol   he said.  providing access to treatment is a critical part of this.  across sub-saharan africa  even in countries with an hiv prevalence of 10-19%  only around 7% of companies have formal hiv/aids policies in place  according to the report. the gap is even wider in china  ethiopia  india  nigeria and russia  the so-called  next wave  countries  which are predicted to experience the highest numbers of new hiv/aids cases worldwide by 2010. the report adds  an important building block to our understanding of how the business community is experiencing the hiv/aids epidemic and to whether and how it is reacting   said david bloom  professor of economics and demography at the harvard school of public health.  the wef report concludes that businesses need to understand their exposure to hiv/aids risks and come up with good local practices to manage them. a key priority  in both high and low-prevalence settings  said the wef is to establish a policy based on non-discrimination and confidentiality.	1	business
glastonbury fans to get id cards fans who buy tickets for this year s glastonbury festival will be issued with photo id cards in an attempt to beat touts  it has been confirmed.  the cards will include a photograph of the ticket-holder plus an electronic chip with their details to prevent tickets being sold on or forged. tickets for the june event are expected to go on sale in april.  there is only one place in the world where you will be able to get tickets   festival organiser michael eavis said.  that will be the official source. if you get them anywhere else  you won t get in.  fans not wanting to carry the entrance card could present their passport or driving licence instead  he added.  more than 153 000 people are expected to travel to mr eavis  somerset farm from 24-26 june  but the event s rising popularity has meant an extremely high demand for tickets in recent years. when the id card idea was floated  mr eavis  daughter emily said it would be  quite a big step in terms of ticketing for events  if implemented and they were  going as far as we can  to cut touting.  as long as it s approached in the right way  it might really work  it might really change the system   she said. in 2004  all 112 000 tickets for the public sold out in 24 hours. they were personalised with the names of purchasers  who were asked to bring identification  such as a driving licence  passport or household bill. but some forgot to take the right information while some touts simply offered to supply their own bills along with the ticket bearing their name. no details of this year s line-up have been confirmed but rumours have suggested u2 and coldplay may be among the headliners.	3	entertainment
bank voted 8-1 for no rate change the decision to keep interest rates on hold at 4.75% earlier this month was passed 8-1 by the bank of england s rate-setting body  minutes have shown.  one member of the bank s monetary policy committee (mpc) - paul tucker - voted to raise rates to 5%. the news surprised some analysts who had expected the latest minutes to show another unanimous decision. worries over growth rates and consumer spending were behind the decision to freeze rates  the minutes showed. the bank s latest inflation report  released last week  had noted that the main reason inflation might fall was weaker consumer spending.  however  mpc member paul tucker voted for a quarter point rise in interest rates to 5%. he argued that economic growth was picking up  and that the equity  credit and housing markets had been stronger than expected.  the bank s minutes said that risks to the inflation forecast were  sufficiently to the downside  to keep rates on hold at its latest meeting. however  the minutes added:  some members noted that an increase might be warranted in due course if the economy evolved in line with the central projection . ross walker  uk economist at royal bank of scotland  said he was surprised that a dissenting vote had been made so soon. he said the minutes appeared to be  trying to get the market to focus on the possibility of a rise in rates .  if the economy pans out as they expect then they are probably going to have to hike rates.  however  he added  any rate increase is not likely to happen until later this year  with mpc members likely to look for a more sustainable pick up in consumer spending before acting.	1	business
tarantino  to make friday sequel  director quentin tarantino is in talks to write and direct a new instalment in the friday the 13th horror franchise  according to the hollywood reporter.  the film-maker will reportedly meet executives from new line cinema this week to discuss the 12th film in the long-running  stalk and slash  series. the original film  released in 1980  has spawned ten sequels based around mask-wearing murderer jason voorhees. the most recent  freddy vs jason  was released in summer 2003. that film saw jason battle freddy krueger  star of the nightmare on elm street franchise. according to the industry newspaper  new line had been trying to make another sequel involving ash  the hero of the evil dead movies  but was unable to agree terms with director sam raimi. tarantino is said to be intrigued by the prospect of building a new film around one of the horror genre s most recognised figures. first  however  he is scheduled to direct the season finale of us television series csi: crime scene investigation. filming is due to start in early april. tarantino s episode  for which he also wrote the original story  will be broadcast in the us on 19 may.	3	entertainment
slater to star in broadway play actor christian slater is stepping into the role of tom in the broadway revival of the glass menagerie.  slater  35  is replacing actor dallas roberts in the tennessee williams drama  which opens next month. no reason was given for roberts  departure. the role will be played by understudy joey collins until slater joins the show. slater won rave reviews for his recent performance in one flew over the cuckoo s nest in london s west end.  he has also starred in a number of films  including heathers  robin hood: prince of thieves and more recently churchill: the hollywood years. preview performances of the glass menagerie will begin at new york s ethel barrymore theatre on thursday. philip rinaldi  a spokesman for the show  said the play s 15 march opening date remains unchanged. the revival  directed by david leveaux  will also star jessica lange as the domineering mother  amanda wingfield.	3	entertainment
o driscoll out of scotland game ireland captain brian o driscoll has been ruled out of saturday s rbs six nations clash against scotland.  o driscoll was originally named in the starting line-up but has failed to recover from the hamstring injury he picked up in the win over italy. his replacement will be named after training on friday morning. fellow centre gordon d arcy is also struggling with a hamstring injury and he will undergo a fitness test on friday to see if he can play.  kevin maggs would be an obvious replacement at centre while shane horgan could also be moved from wing. ulster wing tommy bowe could also be asked to travel with the squad to scotland as a precautionary measure. the only other change to the ireland side sees wasps flanker johnny o connor replacing denis leamy. o connor will be winning his third cap after making his debut in the victory over south africa last november.  : murphy  horgan  tbc  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  o connor  foley.  : sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.	2	sport
spears seeks aborted tour payment singer britney spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour.  the pop star cancelled her onyx hotel tour last june after suffering a knee injury during a video shoot. she is now seeking to be reimbursed for the tour s £5m ($9.3m) costs in a claim filed at new york state supreme court. seven london-based companies and an eighth paris firm have been given up to 30 days to respond to the complaint.  the 22-year-old star initially missed a number of shows on the 82-date tour after injuring her knee during a show in illinois last march. but she was rushed to hospital and needed surgery after a later incident while filming a video for her song outrageous  leading her to cancel the rest of the tour  including dates in china.  she obviously took a wrong step and blew out her knee   a jive spokeswoman said at the time.  it was an old dance injury.  the legal submission described spears as  one of the most recognised performers in her industry . the onyx hotel tour was cited as  a highly crafted production which included the well-known music and dancing of spears  supported by elaborate costumes  complex choreography as well as cutting-edge video production  lighting and other effects . in september spears married kevin federline  who had been a dancer on the aborted tour.	3	entertainment
famed music director viotti dies conductor marcello viotti  director of venice s famous la fenice theatre  has died in germany at 50.  viotti  director of la fenice since 2002  conducted at renowned opera houses worldwide including milan s la scala and the vienna state opera. his time at la fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996. he fell into a coma after suffering a stroke during rehearsals for jules massenet s manon last week.  he conducted some of the best orchestras in the world including the berlin philharmonic and the english chamber orchestra. viotti was born in switzerland and studied the piano  cello and singing at the lausanne conservatory. his career breakthrough came in 1982 when he won first prize at the gino marinuzzi conducting competition in italy. viotti established himself as chief conductor of the turin opera and went on to become chief conductor of munich s radio orchestra. at la fenice viotti was widely acclaimed for his production of the french composer massenet s thais and some of his other productions included giuseppe verdi s la traviata and richard strauss s ariadne auf naxos.  the last opera he directed at la fenice was massenet s le roi de lahore. viotti s debut at the new york s metropolitan opera came in 2000 with giacomo puccini s madame butterfly  followed by la boheme  la traviata and fromental halevy s la juive. giampaolo vianello  superintendent of the fenice theatre foundation  said:  i am filled with extreme sadness because  other than a great artist  he is missed as a friend - a main character in the latest joyous times  during the rebirth of our theatre.  viotti s last public performance was on 5 february when he conducted vincenzo bellini s norma at the vienna state opera.	3	entertainment
chinese wine tempts italy s illva italy s illva saronno has agreed to buy 33% of changyu  the largest wine maker in china.  changyu said in a statement to the shenzhen stock exchange that illva will pay 481.42m yuan ($58.16m; £30.7m)  once the government approves the deal. the italian liqueur maker will acquire the shares from the yantai state asset management bureau. chinese wine sales are growing  the us agriculture department said  with wine sales in 2003 up 25% at 61.1bn yuan.  china is encouraging state-owned companies to sell shares to foreign investors. anheuser-busch  heineken and scottish & newcastle have all invested in the chinese beer industry in the last two years and now illva saronno is betting on the chinese wine market. yantai state asset management bureau - a government agency in the north-eastern city of yantai - owns 55% of changyu. the state agency will also sell 10% of its stake in changyu to another overseas company  although it didn t say who. the remaining 12% will be retained by the yantai city government. the consumption of wine in china is still low  at just 0.22 litres per capita  said the us agriculture department. this compares with 59 litres in france  12 litres in the us and three litres in japan.	1	business
johnson edges out rival sotherton jade johnson edged out rival kelly sotherton with her last effort to claim the aaas long jump title at the norwich union european indoor trials.  olympic heptathlon bronze medallist  sotherton  led the event with her first leap of 6.43m - a personal best. but johnson  who has not competed indoors for five years  leapt to a life-time best of 6.50m in her last jump  after four fouls. both johnson and sotherton passed the european championships qualifying mark. although sotherton s main aim in madrid next month will be the pentathlon where she will take on olympic heptathlon champion carolina kluft. ireland s  delivered a shock in the men s 200m as he stormed to his first major title in 21.01 seconds. british favourite chris lambert had to settle for second place while defending champion ireland s paul brizzel took third. there was some consolation for lambert as he set a personal best of 20.94 in the first round - good enough to qualify for europe.  two-time aaas champion allyn condon and ian mackie had no such luck as they were disqualified in the heats. there was plenty of hot action in the men s 60m hurdles where scotland s  was vying for top spot with olympian andy turner. scott  22  smashed his personal best on the way to the final  where he broke it again to win the aaas title in 7.58 seconds. turner finished second in 7.82 after previously setting a personal best on the 7.83 in the semi-finals  while damien greaves did not finish the final. the trio of athletes have reached the european qualifying mark this season though one of them is set to miss out on a call-up to the british squad.  comfortably defended her 3 000m title  clocking eight minutes  49.87 seconds to easily surpass the european qualifying mark. the european cross country bronze medallist is ranked number one in europe this season and will go to madrid with high hopes. helen clitheroe was agonisingly close to the 9:05.00 qualifying mark as she claimed the runners-up spot in a personal best of 9:05.73. in the men s 800m heats   qualified fastest in the 800m heats to lay down a challenge to in-form  . the welsh runner attacked the last 200m to come through ahead of james thie in one minute  49.87 seconds. mcilroy  who is third in the european rankings  eased across the finish in 1:50.87 to set up a showdown in sunday s final in sheffield. both watkins and mcilroy have already achieved the european qualifying mark. scotland s susan deacon stole   s thunder in the final of the women s 200m. fraser became the fastest british woman over the distance this season when she qualified for the final in 23.68 seconds - though that time is outside the european standard. but deacon claimed her first aaas title over the distance  edging fraser into second in 23.67. in the women s shot put veteran  claimed her fourth aaas title with a throw of 15.27m. but that mark was not good enough for the 39-year-old to book her place at next month s european indoor championships in madrid. sotherton finished fifth after producing two throws of 13.77m. in the absence of injured british number one carl myerscough   claimed the men s shot put title with a throw of 17.64m  which was below the qualifying mark.  sale s robert mitchell climbed to a season s best of 2.20m - just 3cm short of the european standard - to claim the british indoor high jump title.  could only clear 2.16m to finish in fourth but the 27-year-old s disappointment will be tempered as he had already achieved the qualifying mark at a meeting in slovenia on tuesday. there was bad luck for british number one  in the pole vault as he failed to clear the bar after deciding to come in at 5.45m. the aaas indoor title went instead to ashley swain  who climbed to a season s best of 5.25m and ireland s taniesha scanlon set a new national record of 13.28m in the women s triple jump.	2	sport
england s defensive crisis grows england s defensive worries have deepened following the withdrawal of tottenham s ledley king from the squad to face holland.  chelsea s john terry and wayne bridge are also out  leaving coach sven-goran eriksson with a real problem for wednesday s match at villa park. injured rio ferdinand and sol campbell were both left out of the squad  and matthew upson has already pulled out. wes brown and jamie carragher are likely to be the makeshift partnership. terry  the captain of chelsea as they push for the premiership title  would have been a certain starter in the absence of campbell and ferdinand. but now he has pulled out with a bruised knee and is likely to be replaced by carragher  alongside brown.  manchester united s brown last played for england in the defeat by australia at upton park in february 2003. the 25-year-old was only called into the squad on sunday night as cover following the enforced withdrawal of upson  who has a hamstring injury. and brown now looks certain to add to his tally of seven senior appearances for england. king was forced to pull out after his groin injury was assessed by england s medical staff. eriksson has still not decided whether to call up any further back-up  having already summoned phil neville after bridge pulled out with a foot injury.	2	sport
thanou desperate to make return greek sprinter katerina thanou says she is eager to compete again after being cleared of missing a drugs test by an independent greek tribunal.  thanou  30  was provisionally suspended for missing a test before the olympics  but the decision was overturned.  the iaaf will decide if we can compete again in greece and abroad   thanou told to vima newspaper in her first interview since the athens olympics.  if given the green light i will run again - that s the only thing i want.  thanou  30  and her compatriot kostas kenteris were provisionally suspended by the iaaf in december for missing three drugs tests. the third was alleged to have been on the eve of the opening ceremony of the athens olympics.  but an independent tribunal of the greek athletics federation overturned the provisional ban on 18 march. the iaaf - which said it was  very surprised  by the decision of the greek tribunal - is deciding whether to appeal against the decision at the court of arbitration for sport. however  dick pound  the chairman of the world anti-doping authority  has said he will appeal against the decision if the iaaf does not. and thanou and kenteris face a criminal trial later this year for allegedly avoiding the test and then faking a motorcycle accident. thanou said:  i can see how people can think the accident seemed like a childish excuse.  i cannot deny that we made a lot of mistakes during that time. i always said we needed a pr person.  an athlete would have to be very stupid to take illegal substances when he or she knows that they will undergo tests at any given moment.  i am a champion. i cannot risk everything i ve achieved in such a silly way.	2	sport
swap offer for pirated windows xp computer giant microsoft has launched a pilot scheme to replace counterfeit versions of windows xp with legal ones.  the first-time initiative is restricted to the uk and to users with pre-installed copies of the operating system in pcs bought before november. until december microsoft said software can be sent to it for analysis if there are doubts about its legitimacy. the company aims to detect illegal traders and turn users of fake versions of windows into legitimate ones.  the windows xp counterfeit project will mean that software that is found to be counterfeit will be replaced for free  subject to certain conditions  until the end of the year. it is the first time microsoft has launched a counterfeit product replacement scheme in the world  the company told the bbc news website. in june  the software giant said that the major security update to windows xp  service pack 2  would not work with the most widely pirated versions of its operating system. the upgrade closed security loopholes in xp and added features that made it easier to keep machines safe from viruses and other types of malicious computer code.  the us company invited anyone who had suspicions about their version of windows xp to submit it for testing as soon as possible. the procedure consists of a series of computer checks  collating documents  and filling out a witness statement.  this is a great opportunity for users to confirm the authenticity of windows xp software whilst helping gather vital information about illegal traders   said alex hilton  licence compliance manager at microsoft. the scheme has also been welcomed by the technology and commerce industry.  it is important that users ensure that they are legally licensed to avoid the risks of purchasing and using counterfeit products   said david frost  director general of the british chambers of commerce. the plan would enable microsoft to gather intelligence about illegal traders in a prompt way  which would allow it to take action against software pirates. microsoft said it would evaluate the results of the uk programme before setting up similar schemes in other countries.	0	tech
beckham virus spotted on the net virus writers are trading on interest in david beckham to distribute their malicious wares.  messages are circulating widely that purport to have evidence of the england captain in a compromising position. but anyone visiting the website mentioned in the message will not see pictures of mr beckham but will have their computer infected by a virus. the pernicious program opens a backdoor on a computer so it can be controlled remotely by malicious hackers.  the appearance of the beckham windows trojan is just another example in a long line of viruses that trade on interest in celebrities in an attempt to fuel their spread. tennis player anna kournikova  popstars britney spears and avril lavigne as well as arnold schwarzenegger have all been used in the past to try to con people into opening infected files. the huge amount of interest in mr beckham and his private life and the large number of messages posted to discussion groups on the net might mean that the malicious program catches a lot of people out.  the public s appetite for salacious gossip about the private life of the beckhams might lead some into an unpleasant computer infection   said graham cluley from anti-virus firm sophos. simply opening the message will not infect a user s pc. but anyone visiting the website it mentions who then downloads and opens the fake image file stored on that site will be infected. the program that installs itself is called the hackarmy trojan and it tries to recruit pcs into so-called  bot networks that are often used to distribute spam mail messages or to launch attacks across the web. computers running microsoft windows 95  98  2000  nt and xp are vulnerable to this trojan. many anti-virus programs have been able to detect this trojan since it first appeared early this year and have regularly been updated to catch new variants.	0	tech
